קוד פריט,תיאור פריט,מחיר אחרון שחושב (מטבע),מחיר אחרון שחושב,כמות,ערך מלאי (מטבע),ערך מלאי
22000272,"kit-gom 8 מק""ט 323222(גומי לזרוע 6 מ' )",Eur,62.98,17,₪  ,4101.59
25001049,בסיס ממסר 8 פינים מגעים רחבים 13F-2Z-C4,₪  ,13,315,₪  ,4095
19000234,כניסה שחורה+אום לצינור  PG-9 קוטר 12 מ''מ,₪  ,4.4,930,₪  ,4092
13000316,"ארון 2/1250/470 תא ח""ח צד ימין (ארקו ענבר)",₪  ,4029.91,1,₪  ,4029.91
17000188,כבל NYY 3X2.5,₪  ,3.98,"1,000",₪  ,3980
22001031,"גליל נייר טרמי 60*86.78 קוטר 1"" 110 מיקרון רוחב 60 ממ הדפסה 4 צבעים",₪  ,22.09,180,₪  ,3976.2
25001204,שנאי מבדל 150VA 230/27V מורכב,₪  ,219.94,18,₪  ,3958.92
22001284,מצלמת IP Nextcom NCB-221,$  ,268.93,4,₪  ,3956.48
22002683,מצלמה AUTODOME IP starlight 5000i,₪  ,3949.96,1,₪  ,3949.96
3800004,ארונית 12,₪  ,985,4,₪  ,3940
22002858,"SIMATIC S7 Memory Card, 12 MB 6ES7954-8LE03-0AA0",$  ,119,9,₪  ,3939.14
40000012,מטען רכב חשמלי EVC04 -AC22-T2P,$  ,1070,1,₪  ,3935.46
25000316,קונקטור 32 פין לכרטיס MB,₪  ,16.7,232,₪  ,3874.4
22000922,Hanging rack P120049,Eur,126.29,8,₪  ,3870.44
22001213,Magnumspike 10' Tire puncture spike strip in case,$  ,350,3,₪  ,3861.9
26001055,"ג'יביק 1000BASE-SX SFP, Hi 10 Pack 10072H",$  ,1049.85,1,₪  ,3861.35
25000397,מהדק סכין TRK 1.5,₪  ,10.5,367,₪  ,3853.5
25000008,ממסר פחת דגם 2P 40A 30MA  -A(צ'ינט),₪  ,51,75,₪  ,3825
12000135,שלט כיוון לד לפנס 42V,₪  ,200,19,₪  ,3800
33000027,מנעול חצי צלינדר תא שוטר מס' 2,₪  ,53.99,70,₪  ,3779.3
22001178,MOLLA VERDE - N&D Xtreme35 - da 3.5m a 5m P120058,Eur,23.81,41,₪  ,3739.86
13000005,(שלט ללחצן ה.רגל א44-(חד צדדי,₪  ,87,42,₪  ,3654
22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",₪  ,52.17,70,₪  ,3651.9
22002739,MOLLA CONTTRAPPESO N&D 68 NERA,Eur,86.31,11,₪  ,3637.1
31000143,פח סגירה לתא כבלים עליון (צר),₪  ,30,121,₪  ,3630
22002795,KSENSOR 460810,Eur,315,3,₪  ,3620.2
22000282,סנסור אולטרסוניק SP3 460127,Eur,49.56,19,₪  ,3607.34
22000084,ענית פוטו אלקטרי דגם RIP 50,₪  ,400.15,9,₪  ,3601.35
13000222,010300603241 7*40 led panel for outdoor,₪  ,240.02,15,₪  ,3600.3
22002781,דלת צד לעמדת תשלום כולל מנעול RAL 9006,₪  ,1200,3,₪  ,3600
31000153,חיוב עבור עבודת לילה,₪  ,900,4,₪  ,3600
22001329,Compliting the exit/entry terminal GP4T with bar code scanner GP4T+Br,Eur,463.99,2,₪  ,3555
26000395,מסך 27'' פיליפס,$  ,96.55,10,₪  ,3551.11
31000144,פח סגירה לתא כבלים תחתון (רחב),₪  ,50,71,₪  ,3550
16000164,ארון ORM-652 רמת אטימות IP65 במידות 230*500*600 ג/7,₪  ,709.83,5,₪  ,3549.15
12000003,מצחיה לפנס 300 מ''מ SP03004,Eur,6.5,142,₪  ,3535.93
16000033,בסיס OR-9472  מקוצר גובה 540ממ'  לארון מנגנון על משטח בטון,₪  ,880,4,₪  ,3520
26000382,AS400 CARD,₪  ,440,8,₪  ,3520
31000405,פח סגירה לארון UPS DCWE-2 1040X255 מ''מ,₪  ,45,78,₪  ,3510
22001289,"220V,50HZ, Straight Boom, 6s, With 6 Meters RAL 9006 מחסום 6 מ' ימין WJDZ10216",₪  ,1749.93,2,₪  ,3499.86
22001316,"220V,50HZ, Straight Boom, 3s, With 3 Meters folding Boom RAL 9006 מחסום 3 מ' ימין",₪  ,1749.93,2,₪  ,3499.86
22000870,"עמודון לחניון 4'' 70 ס""מ+פלטה RAL 9006",₪  ,159,22,₪  ,3498
14000038,עמוד 3.75 דגם אשדוד עם פלטה קטנה,₪  ,695.04,5,₪  ,3475.2
25001111,מהדק WDU6-10,₪  ,1.73,"2,003",₪  ,3465.19
22001136,גליל נייר למדחן CALE עובי 110 מיקרון 257 מ' 3300579972,₪  ,19.25,180,₪  ,3465
24000509,פיוז 2.5A  SB  (20X5,₪  ,0.82,"4,170",₪  ,3419.4
19000976,פרספקט אקרילי חום שקוף 45-50לבקר PEEK,₪  ,55,62,₪  ,3410
19001111,צבע עליון לברזל שחור מט (גלון),₪  ,155,22,₪  ,3410
24000001,פיוז זכוכית (5*20)  3.15A  SB,₪  ,0.82,"4,152",₪  ,3404.64
22002720,ספק כח POE-172 כולל כבל מתח,$  ,71.12,13,₪  ,3400.53
11000101,SKL F-CONN 3*16POS CRIMP 3522 759 61470,Eur,3.92,225,₪  ,3378.84
31000406,פלטת סנדוויץ 590X200X18  ממ' לארון DCWE0,₪  ,15,223,₪  ,3345
20000152,4.1/2 דיסק לחיתוך בטון,₪  ,76.01,44,₪  ,3344.44
19000291,חרמונית,₪  ,185,18,₪  ,3330
13000227,Electronic Sign(שלט סיני 4 תווים),$  ,450,2,₪  ,3310.2
25000301,"מפ""ז 1X32A צ'ינט",₪  ,16.9,195,₪  ,3295.5
25001101,משגוח CM1WS/25 117010070,₪  ,820,4,₪  ,3280
33000171,מצבר לאל פסק 2000VA CSB 12V/40AH,₪  ,364,9,₪  ,3276
17000312,כבל פנדל אדום  4X1.5,₪  ,6.5,500,₪  ,3250
25000647,מפסק גבול זרוע מתכווננת N.C/N.C. FT139J02,₪  ,130,25,₪  ,3250
22001314,שלט  PP V  מרובע פניקס (2 לחצנים),₪  ,70.01,46,₪  ,3220.46
20000262,RGX 3510 3 KW גנרטור,₪  ,1609.83,2,₪  ,3219.66
16000271,קלוזר 12,₪  ,800,4,₪  ,3200
22002865,6GK7342-5DA02-0XE0,$  ,173,5,₪  ,3181.47
19000195,סופר 7 אוטם,₪  ,25.2,126,₪  ,3175.2
11000138,ספק כח HDR-30-24,Eur,7.73,107,₪  ,3168.86
22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,₪  ,350,9,₪  ,3150
33000198,לחצן עם מחבר ללא פלסטיק MATU101-115,₪  ,75,42,₪  ,3150
31000236,פנס מנורה מחזיק מפתחות,₪  ,80,39,₪  ,3120
25001010,קולט ברק דגם A9L20500 1P+N 20KA (שניידר אלקטריק),₪  ,155.01,20,₪  ,3100.2
22001015,night&day speed.3 black 320050 (מחסום שחור מהיר 3 מ'),Eur,806.62,1,₪  ,3090.08
40000005,כבל טעינה זכר/נקבה 32A - 3 פזות 5 מטר BS-CHC004,₪  ,614,5,₪  ,3070
32000054,Fortec RDS800-XT,Eur,400,2,₪  ,3064.72
31000047,תא לתיק תוכניות,₪  ,30,102,₪  ,3060
24000921,פוטוצל דגם LUNA 110 AL,₪  ,508.03,6,₪  ,3048.18
31000390,הדפסת לוגו בצבע 1,₪  ,7.5,402,₪  ,3015
22000817,"NIGET&DAY.3 מק""ט 320000 (מחסום איטי צהוב 3 מ') RAL1003",Eur,785.75,1,₪  ,3010.13
22001218,MOLLA BLUE-N&D Xtreme35 -da2.5m a 3 m,Eur,23.81,33,₪  ,3010.1
26001091,ראוטר סלולרי RUT200 4G,$  ,90.67,9,₪  ,3001.36
25000549,"מפ""ז HAGER 1P 16A SBN116",₪  ,24.8,121,₪  ,3000.8
22002579,בסיס גובה 60 ס''מ לעמדת מנפיק לחניון פינגווין,₪  ,500,6,₪  ,3000
19000560,מפה סינופטית,₪  ,230,13,₪  ,2990
25000915,יחידת בקרת מתח מצבר LVLD-1220 לארון ה-8,$  ,45,18,₪  ,2979.18
17000007,כבל XLPE  5X2.5,₪  ,5.95,500,₪  ,2975
22001243,ספק כח PLANET POE-163 כולל כבל מתח,₪  ,118,25,₪  ,2950
22002735,מצלמה לאינטרקופ IPParckcom IPPARKCCKIT,₪  ,590,5,₪  ,2950
32000011,220V ULD921 'גלאי 2 ערו,₪  ,590,5,₪  ,2950
22002454,LIGHT PS60 P120089 00004,₪  ,491,6,₪  ,2946
12000081,עדשה דמות אופניים לפנס ה.ר. פולני SP02019,Eur,3,254,₪  ,2919.14
31000049,"פלטת עץ תא ח""ח 370X800X17",₪  ,31.68,92,₪  ,2914.56
25000000,פס הארקה לעמוד (7  ברגים),₪  ,12,241,₪  ,2892
22005362,D111907A MITTO RCB02 R1 ANON 381880-A,Eur,15.05,50,₪  ,2882.75
13000272,"Aluminium window frame for sing 1600 mm, complete with door Axis",Eur,149,5,₪  ,2854.02
26001000,KIT SNODO ATM+TIRANE 323111U,Eur,82.7,9,₪  ,2851.33
22002834,HC6WB4R2I,Eur,372.07,2,₪  ,2850.73
22002779,"Digital I/O SM 1223, 16DI/16DO 6ES7223-1BL32-0XB0",$  ,155,5,₪  ,2850.45
18000012,נורת פלורסנט 32W,₪  ,18.5,154,₪  ,2849
22000299,460158 DX3-VMS-6,Eur,370.5,2,₪  ,2838.7
17000237,כבל 8X6005  מסוכך,₪  ,2.5,"1,133",₪  ,2832.5
33000044,"סל כרטיסים 3U 42 HP מק""ט 015-444",₪  ,282.79,10,₪  ,2827.9
16000241,בסיס על בטון לארון UPS גדול KD2 KD 398 00,Eur,49.1,15,₪  ,2821.46
19000080,בורג הדוק מצופה  5/16X50,₪  ,0.19,"14,845",₪  ,2820.55
17000172,כבל CAT-7,₪  ,1.8,"1,560",₪  ,2808
26000866,מערכת הקלטה DVR4CH סדרה 71 2 מגה 1T+H256,$  ,152.56,5,₪  ,2805.58
14000149,שלה חיבור מהאמצע 6 צול,₪  ,40,70,₪  ,2800
14000231,"שוט ל-ג/7  כפול ""4*3.5*3.5 כולל ה/8",₪  ,1400,2,₪  ,2800
14000172,עמוד אינטרקום-פרופיל ברזל 40/80 רגל ישרה צבע אדום(RAL3002),₪  ,400,7,₪  ,2799.99
23000016,TBL 6822 כרטיס לדים קטן,$  ,69,11,₪  ,2791.62
22001004,kit-gom 5 P120053 00002 (גומי לזרוע 5 מ'),₪  ,89,31,₪  ,2759
22002510,שלט P16 Full Parking Sing (1024X256mm),$  ,750,1,₪  ,2758.5
22002472,מצלמת רשת PTZ 2MP זום X32 150IR DS-2DE7232IW-AE(B),₪  ,2753.85,1,₪  ,2753.85
25000275,מעצור למסילה 35  ES-35,₪  ,1.15,"2,375",₪  ,2731.25
22000050,שלט  PP V  מרובע פניקס (4 לחצנים),₪  ,70,39,₪  ,2730
33000133,קופסת הסת. לעמוד תאורה +מכסה כולל צינור עליה וירידה + קשת,₪  ,300,9,₪  ,2700
17000164,כבל פנדל 3X1.5,₪  ,2.57,"1,050",₪  ,2698.5
26000912,קיסטון לשקע CAT-6A,₪  ,8.6,310,₪  ,2666
17000014,חוט נחושת 35 ממ''ר גלוי,₪  ,14.75,180,₪  ,2655
22002777,Communication processor CP 1243-1 6GK7243-1BX30-0XE0,$  ,359,2,₪  ,2640.8
27000056,שקית פוליטילן  26X36,₪  ,0.27,"9,689",₪  ,2616.03
25000139,"נעל כבל 25 ממ""ר חור 8 תקן DIN",₪  ,2,"1,306",₪  ,2612
22001259,Intercom designed for the terminal with the VoIP system GPX IC phone VoIP GPX Iv OEM,Eur,170,4,₪  ,2605.02
19001136,צבע כסף המרטון (טמבור 654-144),₪  ,144.65,18,₪  ,2603.7
19000009,חבל ניילון 4  ממ,₪  ,89.74,29,₪  ,2602.46
22000225,זרוע למחסום סופה 6 מ' כולל פס לדים,₪  ,650.43,4,₪  ,2601.72
25001259,גישור מוברג מבודד 2 קטבים 6/2 WQV,₪  ,2.34,"1,110",₪  ,2597.4
19001212,לכה לציפוי מעגלים D.I. Sally,₪  ,49,53,₪  ,2597
19000388,ניילון נצמד 50 סמ',₪  ,16,162,₪  ,2592
12000001,מצחיה לפנס 200 מ''מ SP02004,Eur,5,135,₪  ,2585.86
34000166,שק בטון מוכן התייבשות מהירה 25 ק''ג,₪  ,25.5,101,₪  ,2575.5
25001309,ספק כח DRC100B 24V,₪  ,151,17,₪  ,2567
25000209,מהדק קנדי 35,₪  ,4.87,526,₪  ,2561.62
27000858,יומן אחזקה רבעוני עיריית בת ים,₪  ,32,80,₪  ,2560
26000398,תוף למדפסת HP M130FW (CF219A) 19A,₪  ,319.94,8,₪  ,2559.52
22000852,"פס האטה מפלסטיק 105/25/5 עם עיני חתול מגביל ל-10 קמ""ש",₪  ,169.99,15,₪  ,2549.85
25000310,מיקרו סוויץ 1307,₪  ,14,182,₪  ,2548
25001135,בורג לשלט מגן למהדק 4 ממ''ר BSK M3X22-2012.0,₪  ,0.92,"2,763",₪  ,2541.96
22002452,OMEGA PS XTREME 36 P120084 10000,₪  ,362.7,7,₪  ,2538.9
32000010,גלאי כפול   230V  PD232,$  ,114.47,6,₪  ,2526.14
25001251,ספק כח NDR-480-24-20Avdc,₪  ,280,9,₪  ,2520
34000048,פתיחת מפעל,₪  ,2500.52,1,₪  ,2500.52
26000104,מתאם RS232 USB SERIAL,₪  ,100,25,₪  ,2500
30000188,עוגן חץ מגולבן 110*M12,₪  ,2.2,"1,133",₪  ,2492.6
14000238,"עמוד לחצן הולך רגל  ""3.0X4 עם דלת כולל פלטה",₪  ,414.75,6,₪  ,2488.5
25000279,לחצן אנטי ונדלי APM   AV 09,Eur,10.3,63,₪  ,2485.85
13000036,פרספקט  ג/7 לדים,₪  ,165,15,₪  ,2475
25000257,"גוף תאורה ""לייזר לד"" 30 ס''מ 5000K 4W",₪  ,26,95,₪  ,2470
17000269,כבל מיקרופון טויסטד 2 זוגות 2X2X22 מסוכך AWG,₪  ,1.73,"1,425",₪  ,2465.25
17000100,חוט חשמל 6.0 ממ''ר חום גמיש,₪  ,3.05,807,₪  ,2461.35
20000908,רב מודד פלוק 107 (FLU107),₪  ,410.01,6,₪  ,2460.06
14000047,בסיס לחבק HC-102-30X30,₪  ,24,102,₪  ,2448
25000959,נורית לד אדום AC/DC 24V,₪  ,12.1,202,₪  ,2444.2
31000121,מדלל 110 - 5 ליטר,₪  ,116,21,₪  ,2436
16000002,ארון בזק 2 (עומק 380),₪  ,2429.99,1,₪  ,2429.99
25000134,נעל כבל 10 ממ' חור 8 ממ' תקן DIN,₪  ,0.78,"3,114",₪  ,2428.92
22001075,GEAR GROUP KIT 10-15-102-146-210-209,Eur,633,1,₪  ,2424.96
22000300,200520 PSC-240-24,Eur,79.08,8,₪  ,2423.59
17000059,כבל CAT-7 חיצוני (OUTDOOR),₪  ,2.4,"1,007",₪  ,2416.8
16000243,בסיס על בטון לארון UPS קטן KD0 KD 385 00,Eur,37.1,17,₪  ,2416.04
19001036,"מדבקה מחזיר אור 18/14 ס""מ מחזיר אור צהוב הדפסה בשחור",₪  ,4.9,493,₪  ,2415.7
22002761,מנוע לשער 3000 ק''ג DEA GULLIVER,₪  ,2400,1,₪  ,2400
26000156,UPS ONLINE MODEL TOP VA1000 )AON-1000(,₪  ,800,3,₪  ,2400
18000003,22W/DL  נורת פלורסנט (21201),₪  ,11.96,200,₪  ,2391.91
14000039,"חבק לעמוד ""6 - אורך 500 מ""מ דגל",₪  ,18.7,127,₪  ,2374.9
22002540,מקלט לסף בטיחות V2,₪  ,295,8,₪  ,2360
16000210,קופסא D-24 ל 4 ח''א,₪  ,26.02,90,₪  ,2341.8
24000696,כרטיסון ללחצן הולך רגל מתכתי,₪  ,130,18,₪  ,2340
24000765,מעגל 1.1A  WIEG,₪  ,46.8,50,₪  ,2340
26000407,מסך מחשב 24'',$  ,158.02,4,₪  ,2324.79
19000050,צינור גמיש שחור קוטר 12 ממ' PG-11,₪  ,2.85,808,₪  ,2302.8
22000930,קורא קרבה דגם KP-6840,₪  ,765,3,₪  ,2295
22001030,גליל נייר טרמי 80*80 1/2 קור מודפס פרוצס כולל פס שחור לקריאה אופטית 110 מיקרון,₪  ,10.81,212,₪  ,2291.72
22000079,זרוע אלומיניום עגולה 3'' 6 מ' AL036,₪  ,569.85,4,₪  ,2279.4
17000040,חוט חשמל גמיש 0.75 ירוק,₪  ,0.5,"4,500",₪  ,2250
24000367,פיוז  20X5) 1A  SB ),₪  ,0.7,"3,213",₪  ,2249.1
25000557,שנאי AC 24V 2A,₪  ,66,34,₪  ,2244
17000084,חוט חשמל 6 ממ' צהוב /ירוק גמיש,₪  ,3.2,700,₪  ,2240
22002326,Substitution of displays - Grapfic color display for GP4T GP4T+ Dg,Eur,145,4,₪  ,2221.92
22002441,LED Board S4XB,$  ,200,3,₪  ,2206.8
22002545,קורא מטבעות CPI Gryphon ILS AAB MDB,₪  ,2200,1,₪  ,2200
20000545,מגר LT300 (MEGGER,₪  ,2184,1,₪  ,2184
18000002,נורת רמזור 100W פיטריה-שקוף  SIG 1546,Eur,2.15,265,₪  ,2182.95
14000041,"חבק לעמוד ""4 - אורך 500 מ""מ דגל",₪  ,12.8,170,₪  ,2176
31000200,תושבת מפח אלומ' עובי 10 ממ' כולל צבע RAL 9007 +הובלה,₪  ,720,3,₪  ,2160
13000004,עדשה בולטת (פרספקט)ל-ג/7 (לא פעיל),₪  ,179.99,12,₪  ,2159.93
25001001,ממסר פחת 30MA  40A ABB חד פזי,₪  ,102,21,₪  ,2142
14000299,"שוט ג'בו ""4  3.5X בצבע RAL 7024",₪  ,1070.09,2,₪  ,2140.18
22001255,Display LVDS 800X600 12.1 PC EMB Di,Eur,277.02,2,₪  ,2122.47
22002553,Pole mount adapter larg NDA-U-PMAL,₪  ,265,8,₪  ,2120
14000152,זרוע שוט 5'' לעמוד מחוזק אורך 5.5 מטר,₪  ,1050.67,2,₪  ,2101.34
16000269,ארונית 24 - 60 ריתוך,₪  ,2100,1,₪  ,2100
17000041,חוט חשמל גמיש 0.75 אדום,₪  ,0.5,"4,200",₪  ,2100
22001034,*מרכזיה,₪  ,2100,1,₪  ,2100
22002534,פח גב לארון DCWE0 חניה 580X1000X2,₪  ,150,14,₪  ,2100
23000161,מאיץ למצלמה LPR דגם חדש,₪  ,100,21,₪  ,2100
25000286,רוכבים 16 ממ' AK16,₪  ,5,420,₪  ,2100
22002727,KIT AL LIGHTS CAP 275 GR I271635 60001,Eur,136.78,4,₪  ,2095.97
16000203,מאוורר 220V לארון 8X8 ס''מ עובי 25 מ''מ כולל רשת,₪  ,40.98,51,₪  ,2089.98
25000317,שקע כח על פס 16A-250V,₪  ,12.1,172,₪  ,2081.2
22002560,טלפון לאינטרקום מסך 4.3'',₪  ,690,3,₪  ,2070
23000148,מצלמת ANPR,Eur,540,1,₪  ,2068.68
22001330,Preparation for the credit card payment modul GP4M Ccr Prep,Eur,268,2,₪  ,2053.36
17000039,חוט חשמל גמיש 0.75 צהוב,₪  ,0.5,"4,100",₪  ,2050
25000547,מנתק חא חד קטבי ABB S201M C16,₪  ,17.06,120,₪  ,2047.2
25000121,ממסר 2 מגעים רחבים נשלפים 35.02+לד D.C.V24,₪  ,15,136,₪  ,2040
22000943,מדפסת VKP80ll סריאלית,₪  ,2033.58,1,₪  ,2033.58
27000000,דוח עבודה יומי אריאל וימאזור מקור + העתק צהוב כולל פרפורציה,₪  ,29,70,₪  ,2030
25000512,שנאי 24V/1AW:5.5X2.1X11MM,$  ,18.97,29,₪  ,2023.39
14000252,"עמוד ציר מחוזק 5.25X""8 דופן 6.0 מ''מ כולל 2 דלתות",₪  ,2020,1,₪  ,2020
14000365,בסיס יציקה+הארקה לעמוד מצלמה 12 מ' 4 ברגים,₪  ,504.97,4,₪  ,2019.88
34000138,מכסה חוליה ב.ב 98/50 B125 לפי תקן ישראלי,₪  ,503.97,4,₪  ,2015.91
24000298,M J 11032  TR,₪  ,64.94,31,₪  ,2013.14
20000304,סולם אלומ' טלסקופי 4X4 מקצועי,₪  ,670.09,3,₪  ,2010.27
12000141,פס חיזוק לשלט כיוון,₪  ,4.85,413,₪  ,2003.05
31000397,מתאם לארון מנגנון 108X42 ס''מ,₪  ,200,10,₪  ,2000
34000022,בטון מוכן ב-30 שקיעה 4 עדש,₪  ,250,8,₪  ,2000
19000041,"מדבקה ""אריאל וימאזור"" 30X30 סמ'",₪  ,4.43,450,₪  ,1993.5
22001349,DPS GPC_TB Triplbranch - GREEN - HW GPC_TB,Eur,130,4,₪  ,1992.06
22001251,SANEI thermo printer incl. cable GPT Bp Sanei,Eur,519,1,₪  ,1988.24
22001345,SANEI thermo printer full cut - GREEN - GPT Bp Sanei FullCut,Eur,519,1,₪  ,1988.24
22001341,SANEI thermo printer partial cut - GREEN - GPT Bp Sanei PartialCut,Eur,519,1,₪  ,1988.23
33000050,מנעול צלינדר לעמוד LPR,₪  ,11.01,180,₪  ,1981.8
22000792,קורא כרטיסי אשראי גירסא סטנדרטית  דגם HCR 331 USB M BEZEL,$  ,134.65,4,₪  ,1981.01
14000056,מתקן כפול לפנס,₪  ,330.09,6,₪  ,1980.54
31000176,"כבל פלדה למתיחה 4 מ""מ",₪  ,1.03,"1,920",₪  ,1977.6
22001103,שלט DX-CA 460240,Eur,257.47,2,₪  ,1972.68
19000003,"אורופול לבן 651-10 (20 יח' 2.5 ס""מ)",₪  ,980,2,₪  ,1960
22000860,"מחסום דוקרנים 90 ס""מ חד כיווני",₪  ,650,3,₪  ,1950
24000037,10K 10P רשת נגדים,₪  ,130,15,₪  ,1950
25000418,"לוח עה""ט ל-12 ח""א +גב ללא דלת",₪  ,30,65,₪  ,1950
22001282,"220V,50HZ, Straight Boom, 3s, With 3 Meters RAL 9006 מחסום 3 מ' ימין WJDZ10213",₪  ,1949.94,1,₪  ,1949.94
11000116,PRIMARY BACKPLANE 3522 704 24432,Eur,72.25,7,₪  ,1937.45
26000065,מצבר 12V 7AH,₪  ,64,30,₪  ,1920
22001238,Space Lamp DIL-12RG red/green,$  ,5,104,₪  ,1912.56
22002774,תופסן לעמוד HA60PLMZI,Eur,62.18,8,₪  ,1905.64
22002402,מנוע FAAC 746,₪  ,1900,1,₪  ,1900
25000661,גלגל קונזולי,₪  ,950,2,₪  ,1900
22002755,מצלמה PTZ 2MP 4.8-120 DS-2DE4225IW-DE,₪  ,1896.58,1,₪  ,1896.58
23000056,פלט כבל 20 גידים(גליל),₪  ,6.8,278,₪  ,1890.4
20001001,מוניטור טכנאים דגם IPC-9800CADH PLUS - כולל צלצלן,₪  ,1889.74,1,₪  ,1889.74
22002674,מערכת פתיחה סלולרית אפורה סמארט גייט 4G לייט עד 50 משתמשים,₪  ,629.91,3,₪  ,1889.73
19001101,בורג איסכורית ראש קודח 7 ס''מ,₪  ,0.4,"4,724",₪  ,1889.6
40000013,מתאם לעמדת טעינה TYPE2 לרכב TYPE1,₪  ,935.9,2,₪  ,1871.79
32000043,פין Han D F Crimp Contact Au AWG 20 09150006223,Eur,0.81,600,₪  ,1866.33
26000159,מודול המרה לאנטרנט (TIBO),₪  ,370,5,₪  ,1850.28
17000300,סיב אופטי 48 סיב S.M משוריין,₪  ,4.1,450,₪  ,1845
24000528,פיוז זכוכית  5*20  1.6A SB,₪  ,0.82,"2,250",₪  ,1845
25001000,"ABB  S201M 1X6  מאמ""ת",₪  ,19.4,95,₪  ,1843
25001321,תאורת חרום לד 36W מוגן מים (לינדה),₪  ,230.03,8,₪  ,1840.24
31000441,חולצה דרייפיט קצרה,₪  ,13,141,₪  ,1833
31000213,זיכרון לשרת,$  ,249.1,2,₪  ,1832.38
16000225,ארון פח 60x60x20 כולל פח עבודה,₪  ,305.13,6,₪  ,1830.78
26000184,כרטיס IO PCLD 8761 ׁ(TBL גדול),$  ,248,2,₪  ,1824.3
22000223,BL-SMALL/SN180 3m+R/G LIGHTS 232138 זרוע מתרפלת 180 מעלות,Eur,476,1,₪  ,1823.51
25000649,מפסק גבול זרוע קצרה NC/NC FT145J02,₪  ,130,14,₪  ,1820
25000677,"מהדק הארקה 6X10 ממ""ר",₪  ,7.25,251,₪  ,1819.75
12000167,רגלית לפנס ה''ר 200 מ''מ A000001,Eur,3.25,146,₪  ,1817.76
30000224,עוגן חץ טבעת אחת M12X180,₪  ,3.8,476,₪  ,1808.8
22002563,גליל נייר טרמי 80*80 1/2 קור 110 גר' 44 מ',₪  ,18,100,₪  ,1800
26001058,מסופון UN ATANDED דגם A35 4G כולל שנאי ללא אנטנה,₪  ,900,2,₪  ,1800
31000060,פלטת עץ סנדוויץ 450X230X15 ממ',₪  ,18,100,₪  ,1800
34000162,מכסה יציקת ברזל קוטר 60 עם הטבעה של עיריית מודיעין כולל מסגרת מרובעת 70/70,₪  ,600,3,₪  ,1800
25001291,ספק כח NDR-240-48,₪  ,179.96,10,₪  ,1799.6
20000877,פטישון BOSCH GBH4-32 DFR,₪  ,1794.06,1,₪  ,1794.06
19000608,תרסיס זפת,₪  ,12.5,143,₪  ,1787.5
14000273,"זרוע מתפקרת כפול על עמוד תאורה  2.5X2.5X""4 מ' היקף טבעת 380 מ''מ",₪  ,1764.96,1,₪  ,1764.96
25001146,ספק MDR-20-12,₪  ,63,28,₪  ,1764
